steps, health, gold, time, win
186, -1, 0, 101, 0
220, -26, 0, 126, 0
493, 337, 250, 272, 1
121, -64, 0, 64, 0
646, 71, 280, 373, 1
220, -15, 0, 115, 0
319, -21, 60, 171, 0
384, -1, 20, 201, 0
293, -61, 330, 163, 0
507, 3131, 140, 274, 1
370, -101, 60, 201, 0
91, -47, 0, 47, 0
409, -39, 0, 239, 0
871, -67, 100, 517, 0
381, -17, 80, 217, 0
272, -45, 10, 145, 0
114, -63, 0, 63, 0
287, -51, 100, 151, 0
387, -1, 50, 227, 0
271, -46, 0, 146, 0
171, -88, 0, 88, 0
370, -13, 0, 213, 0
108, -57, 0, 57, 0
689, 1119, 140, 382, 1
380, -22, 0, 222, 0
372, -1, 40, 201, 0
247, -36, 0, 136, 0
284, -57, 10, 157, 0
748, 1559, 740, 425, 1
382, -18, 0, 218, 0
205, -21, 110, 121, 0
274, -48, 0, 148, 0
736, -10, 210, 423, 0
556, 515, 320, 313, 1
1069, -45, 260, 653, 0
823, 547, 110, 458, 1
405, -13, 350, 213, 0
483, -69, 60, 279, 0
168, -90, 0, 90, 0
354, -96, 40, 196, 0
723, 2624, 400, 420, 1
126, -65, 0, 65, 0
208, -12, 40, 112, 0
330, -85, 0, 185, 0
315, -68, 0, 168, 0
91, -49, 10, 49, 0
562, 96, 150, 305, 1
298, -12, 20, 162, 0
155, -83, 0, 83, 0
562, 2351, 410, 307, 1
313, -78, 20, 178, 0
224, -16, 0, 116, 0
338, -92, 40, 192, 0
189, -1, 0, 101, 0
708, -1, 390, 401, 0
289, -59, 160, 159, 0
741, 1749, 240, 402, 1
143, -75, 0, 75, 0
574, 1693, 240, 323, 1
320, -74, 70, 174, 0
361, -3, 60, 203, 0
256, -41, 40, 141, 0
408, -41, 0, 241, 0
702, 666, 230, 387, 1
577, 36, 370, 322, 1
436, -49, 100, 249, 0
199, -7, 0, 107, 0
137, -74, 0, 74, 0
471, -61, 50, 261, 0
247, -42, 0, 142, 0
118, -66, 0, 66, 0
893, 1312, 890, 494, 1
306, -73, 0, 173, 0
401, -23, 0, 223, 0
143, -76, 80, 76, 0
289, -60, 0, 160, 0
169, -92, 0, 92, 0
783, -1, 0, 501, 0
757, 1595, 220, 420, 1
862, 2700, 170, 503, 1
95, -50, 0, 50, 0
396, -25, 30, 225, 0
437, -57, 10, 257, 0
190, -5, 0, 105, 0
221, -24, 0, 124, 0
424, -25, 100, 225, 0
374, -5, 160, 205, 0
1185, -25, 20, 725, 0
413, 589, 200, 236, 1
375, -8, 120, 208, 0
922, 214, 480, 511, 1
203, -10, 60, 110, 0
186, -1, 0, 101, 0
785, -100, 10, 460, 0
711, 1524, 340, 386, 1
237, -31, 0, 131, 0
712, -1, 240, 401, 0
408, -34, 10, 234, 0
577, -59, 40, 359, 0
1886, 298, 150, 1173, 1
261, -42, 0, 142, 0
291, -59, 20, 159, 0
191, -7, 0, 107, 0
363, -2, 0, 202, 0
511, 142, 220, 284, 1
259, -35, 0, 135, 0
521, 709, 470, 292, 1
670, 1889, 230, 363, 1
254, -40, 50, 140, 0
209, -14, 20, 114, 0
644, 2215, 530, 379, 1
86, -43, 0, 43, 0
104, -57, 0, 57, 0
234, -33, 0, 133, 0
377, -1, 50, 211, 0
385, -101, 160, 201, 0
244, -31, 50, 131, 0
207, -10, 40, 110, 0
166, -88, 0, 88, 0
616, 267, 200, 343, 1
218, -18, 70, 118, 0
721, 2567, 250, 388, 1
207, -18, 0, 118, 0
199, -8, 0, 108, 0
256, -41, 0, 141, 0
353, -90, 100, 190, 0
176, -1, 0, 101, 0
233, -31, 0, 131, 0
367, -1, 100, 201, 0
294, -63, 110, 163, 0
234, -31, 0, 131, 0
436, -86, 120, 236, 0
520, -2, 180, 302, 0
308, -66, 10, 166, 0
228, -21, 30, 121, 0
133, -74, 0, 74, 0
168, -1, 0, 101, 0
362, -12, 80, 212, 0
135, -75, 0, 75, 0
462, -59, 0, 259, 0
307, -70, 10, 170, 0
460, 902, 150, 249, 1
808, -81, 20, 481, 0
138, -75, 0, 75, 0
373, -4, 80, 204, 0
283, -57, 0, 157, 0
436, -38, 20, 238, 0
301, -61, 0, 161, 0
334, -80, 0, 180, 0
170, -92, 30, 92, 0
299, -71, 20, 171, 0
719, 598, 670, 408, 1
588, -7, 650, 340, 0
175, -7, 0, 107, 0
371, -93, 110, 198, 0
343, -92, 90, 192, 0
380, -17, 20, 217, 0
524, 2474, 110, 277, 1
166, -86, 0, 86, 0
310, -70, 0, 170, 0
281, -59, 40, 159, 0
211, -13, 0, 113, 0
369, -1, 50, 201, 0
198, -9, 0, 109, 0
479, -1, 310, 252, 0
378, -24, 150, 224, 0
339, -83, 0, 183, 0
585, 285, 170, 334, 1
831, 535, 710, 466, 1
281, -48, 0, 148, 0
300, -60, 60, 160, 0
372, -6, 50, 206, 0
241, -29, 30, 129, 0
233, -34, 0, 134, 0
301, -61, 0, 161, 0
111, -61, 0, 61, 0
224, -18, 0, 118, 0
137, -79, 0, 79, 0
176, -1, 20, 101, 0
338, -80, 20, 180, 0
390, -5, 130, 207, 0
335, -89, 0, 189, 0
469, -62, 40, 262, 0
308, -72, 20, 172, 0
89, -50, 0, 50, 0
414, -30, 320, 230, 0
617, 1326, 140, 342, 1
1176, -44, 50, 744, 0
244, -36, 0, 136, 0
751, 2863, 480, 404, 1
852, 844, 730, 467, 1
804, 4312, 270, 453, 1
80, -43, 0, 43, 0
325, -74, 200, 177, 0
335, -68, 140, 176, 0
302, -63, 0, 163, 0
152, -86, 30, 86, 0
237, -28, 0, 128, 0
567, -20, 190, 320, 0
965, -1, 30, 601, 0
295, -63, 110, 163, 0
200, -5, 70, 105, 0
322, -76, 60, 176, 0
304, -64, 90, 164, 0
366, -100, 30, 200, 0
302, -71, 10, 171, 0
185, -1, 0, 101, 0
422, -35, 90, 235, 0
94, -49, 0, 49, 0
319, -92, 0, 192, 0
820, -1, 90, 502, 0
290, -65, 90, 165, 0
115, -62, 0, 62, 0
354, -92, 40, 192, 0
354, -88, 80, 188, 0
302, -68, 0, 168, 0
295, -65, 60, 165, 0
560, -99, 660, 329, 0
256, -39, 0, 139, 0
690, 312, 650, 389, 1
416, 720, 130, 231, 1
259, -37, 40, 137, 0
373, -101, 150, 201, 0
168, -97, 0, 97, 0
464, -43, 430, 251, 0
585, -33, 90, 333, 0
241, -32, 0, 132, 0
395, -18, 70, 218, 0
202, -6, 20, 106, 0
286, -59, 40, 159, 0
147, -78, 0, 78, 0
725, 1665, 390, 396, 1
180, -98, 0, 98, 0
791, 337, 470, 438, 1
234, -28, 80, 128, 0
182, -1, 70, 101, 0
384, -12, 130, 212, 0
738, -1, 320, 402, 0
196, -24, 80, 124, 0
519, 118, 300, 300, 1
94, -53, 0, 53, 0
381, -17, 120, 217, 0
596, -30, 20, 337, 0
499, -85, 190, 286, 0
333, -85, 90, 185, 0
229, -26, 0, 126, 0
139, -73, 0, 73, 0
821, -1, 50, 501, 0
288, -58, 20, 158, 0
765, 567, 580, 434, 1
364, -7, 60, 207, 0
160, -1, 0, 101, 0
416, -33, 0, 233, 0
1298, 17, 120, 787, 1
624, -77, 50, 377, 0
312, -70, 80, 170, 0
214, -31, 0, 131, 0
192, -3, 0, 103, 0
242, -36, 60, 136, 0
302, -57, 0, 157, 0
219, -20, 40, 120, 0
215, -16, 0, 116, 0
328, -86, 0, 186, 0
284, -54, 0, 154, 0
675, 139, 270, 390, 1
208, -13, 40, 113, 0
462, 1060, 150, 249, 1
544, 1065, 500, 297, 1
905, -15, 140, 533, 0
673, -36, 20, 387, 0
345, -86, 100, 186, 0
187, -97, 0, 97, 0
711, 1549, 130, 404, 1
198, -14, 0, 114, 0
897, 2140, 120, 514, 1
421, -39, 60, 239, 0
247, -32, 0, 132, 0
115, -63, 0, 63, 0
513, -1, 20, 301, 0
147, -81, 0, 81, 0
471, -53, 90, 253, 0
251, -35, 0, 135, 0
166, -95, 0, 95, 0
229, -29, 0, 129, 0
178, -97, 30, 97, 0
545, -15, 150, 315, 0
178, -95, 0, 95, 0
838, 1073, 140, 493, 1
449, -63, 50, 263, 0
287, -60, 0, 160, 0
438, 160, 300, 241, 1
489, -74, 30, 274, 0
549, -35, 20, 335, 0
301, -56, 170, 156, 0
267, -47, 0, 147, 0
298, -60, 0, 160, 0
807, -1, 50, 501, 0
259, -40, 40, 140, 0
338, -86, 120, 186, 0
223, -17, 40, 117, 0
143, -81, 0, 81, 0
267, -45, 0, 145, 0
460, -60, 10, 260, 0
305, -60, 10, 161, 0
113, -61, 0, 61, 0
623, 2106, 180, 348, 1
322, -75, 40, 175, 0
329, -94, 60, 194, 0
191, -1, 0, 101, 0
310, -63, 20, 163, 0
219, -20, 0, 120, 0
593, 193, 310, 332, 1
568, 199, 110, 327, 1
353, -1, 60, 201, 0
396, -62, 140, 221, 0
640, 2556, 160, 359, 1
271, -49, 50, 149, 0
670, 1349, 310, 373, 1
77, -42, 0, 42, 0
256, -40, 20, 140, 0
814, 1295, 900, 463, 1
185, -1, 0, 101, 0
91, -49, 0, 49, 0
641, -92, 20, 392, 0
70, -37, 0, 37, 0
897, 742, 110, 512, 1
460, 62, 240, 259, 1
744, 2040, 120, 411, 1
264, -41, 230, 145, 0
103, -57, 0, 57, 0
157, -88, 110, 88, 0
154, -88, 0, 88, 0
121, -66, 0, 66, 0
971, -86, 60, 586, 0
614, 1529, 550, 331, 1
623, -84, 180, 336, 0
279, -59, 20, 159, 0
301, -62, 60, 162, 0
380, -23, 130, 223, 0
76, -39, 0, 39, 0
762, 486, 850, 415, 1
696, 3392, 160, 389, 1
387, -1, 10, 215, 0
336, -83, 110, 183, 0
307, -79, 70, 179, 0
221, -23, 0, 123, 0
223, -18, 40, 118, 0
163, -95, 0, 95, 0
503, 446, 190, 282, 1
295, -62, 0, 162, 0
477, -52, 180, 252, 0
156, -91, 0, 91, 0
193, -7, 0, 107, 0
895, 621, 110, 540, 1
623, 1111, 450, 352, 1
837, 541, 600, 460, 1
236, -27, 110, 127, 0
113, -63, 20, 63, 0
111, -63, 0, 63, 0
475, -1, 50, 301, 0
347, -5, 50, 205, 0
275, -45, 0, 145, 0
95, -55, 0, 55, 0
254, -39, 0, 139, 0
347, -99, 10, 199, 0
329, -88, 90, 188, 0
111, -59, 0, 59, 0
293, -62, 20, 162, 0
168, -99, 0, 99, 0
88, -53, 0, 53, 0
341, -89, 40, 189, 0
334, -90, 90, 190, 0
730, -38, 90, 438, 0
334, -81, 0, 181, 0
495, 491, 300, 262, 1
144, -79, 0, 79, 0
337, -82, 80, 182, 0
322, -83, 30, 183, 0
976, 2803, 140, 553, 1
320, -70, 140, 170, 0
473, 54, 230, 262, 1
297, -66, 20, 166, 0
605, -77, 40, 341, 0
495, -92, 120, 292, 0
616, 1256, 170, 347, 1
664, 644, 370, 363, 1
234, -27, 10, 127, 0
607, 2529, 250, 328, 1
276, -45, 230, 145, 0
141, -73, 0, 73, 0
832, 68, 310, 489, 1
159, -88, 0, 88, 0
435, -26, 20, 233, 0
535, -17, 20, 317, 0
349, -91, 60, 191, 0
393, -14, 30, 214, 0
681, 2575, 140, 382, 1
280, -48, 50, 148, 0
379, -45, 260, 197, 0
220, -16, 10, 116, 0
96, -59, 0, 59, 0
528, 1027, 120, 275, 1
138, -78, 0, 78, 0
247, -38, 20, 138, 0
552, -9, 10, 309, 0
139, -73, 0, 73, 0
196, -3, 20, 103, 0
469, -70, 150, 270, 0
85, -46, 0, 46, 0
282, -55, 40, 155, 0
367, -2, 0, 202, 0
742, -42, 120, 442, 0
642, 46, 420, 355, 1
530, -89, 10, 289, 0
341, -96, 130, 196, 0
509, -54, 650, 284, 0
331, -78, 0, 178, 0
131, -67, 0, 67, 0
365, -8, 40, 208, 0
260, -42, 0, 142, 0
360, -98, 70, 198, 0
212, -14, 0, 114, 0
103, -52, 0, 52, 0
410, -22, 0, 222, 0
189, -97, 0, 97, 0
291, -60, 10, 160, 0
394, -28, 10, 228, 0
160, -87, 0, 87, 0
853, 4603, 280, 488, 1
677, 1813, 220, 372, 1
185, -8, 0, 108, 0
120, -61, 50, 61, 0
389, -31, 30, 231, 0
282, -51, 20, 151, 0
352, -86, 0, 186, 0
576, 101, 230, 327, 1
545, 1960, 130, 304, 1
219, -20, 40, 120, 0
214, -23, 10, 123, 0
503, -1, 150, 301, 0
751, -53, 50, 453, 0
540, 521, 420, 295, 1
92, -50, 0, 50, 0
375, -64, 20, 214, 0
405, -34, 60, 234, 0
346, -94, 0, 194, 0
385, -14, 0, 214, 0
186, -1, 0, 101, 0
395, -25, 110, 225, 0
279, -47, 0, 147, 0
719, 121, 280, 406, 1
455, -74, 40, 274, 0
469, -63, 310, 263, 0
343, -82, 10, 182, 0
722, 1892, 140, 409, 1
419, -25, 60, 225, 0
372, -10, 50, 210, 0
288, -61, 20, 161, 0
208, -20, 0, 120, 0
355, -95, 70, 195, 0
335, -93, 20, 193, 0
489, -88, 40, 288, 0
132, -74, 0, 74, 0
650, -84, 10, 384, 0
268, -44, 170, 144, 0
231, -32, 0, 132, 0
291, -68, 0, 168, 0
324, -77, 20, 177, 0
246, -41, 60, 141, 0
130, -77, 10, 77, 0
339, -84, 40, 184, 0
142, -77, 0, 77, 0
133, -74, 0, 74, 0
727, -30, 40, 430, 0
325, -76, 190, 176, 0
167, -97, 20, 97, 0
829, -91, 80, 497, 0
347, -81, 270, 183, 0
223, -23, 0, 123, 0
241, -25, 160, 125, 0
372, -9, 20, 209, 0
359, -1, 120, 206, 0
359, -44, 220, 194, 0
350, -91, 0, 191, 0
618, -62, 190, 364, 0
189, -5, 0, 105, 0
294, -58, 10, 158, 0
547, -1, 240, 308, 0
144, -80, 0, 80, 0
548, -1, 350, 301, 0
229, -25, 80, 125, 0
289, -52, 40, 152, 0
755, 577, 810, 424, 1
525, -92, 80, 292, 0
176, -93, 0, 93, 0
286, -57, 20, 157, 0
327, -78, 40, 178, 0
360, -1, 10, 201, 0
273, -49, 270, 149, 0
517, 1627, 480, 284, 1
256, -36, 20, 136, 0
1053, 1831, 120, 620, 1
577, -34, 40, 334, 0
431, -34, 160, 234, 0
300, -73, 0, 173, 0
467, -72, 90, 272, 0
91, -55, 0, 55, 0
847, 1301, 980, 488, 1
443, -56, 70, 256, 0
930, 318, 130, 559, 1
333, -84, 0, 184, 0
135, -76, 0, 76, 0
492, -84, 0, 284, 0
435, -43, 0, 243, 0
170, -1, 0, 101, 0
99, -53, 0, 53, 0
237, -30, 0, 130, 0
641, 2165, 530, 378, 1
352, -85, 20, 185, 0
843, 1168, 170, 486, 1
287, -62, 0, 162, 0
552, -3, 340, 309, 0
316, -73, 70, 173, 0
954, 597, 150, 539, 1
472, -58, 300, 260, 0
354, -7, 0, 207, 0
311, -71, 40, 171, 0
345, -88, 0, 188, 0
181, -98, 10, 98, 0
251, -38, 160, 138, 0
115, -62, 40, 62, 0
714, 10, 260, 411, 1
1156, 947, 470, 659, 1
104, -56, 0, 56, 0
139, -76, 50, 76, 0
459, -52, 30, 252, 0
813, -74, 250, 474, 0
422, -32, 50, 232, 0
405, -24, 60, 224, 0
375, -11, 20, 211, 0
79, -41, 0, 41, 0
276, -55, 0, 155, 0
123, -67, 0, 67, 0
376, -6, 20, 206, 0
152, -86, 0, 86, 0
114, -61, 20, 61, 0
177, -1, 40, 101, 0
296, -54, 10, 154, 0
884, 2506, 200, 497, 1
1628, -1, 130, 1001, 0
372, -1, 280, 203, 0
357, -2, 30, 202, 0
401, -10, 190, 217, 0
267, -49, 0, 149, 0
472, -57, 40, 257, 0
202, -12, 0, 112, 0
293, -59, 30, 159, 0
259, -40, 0, 140, 0
197, -10, 0, 110, 0
314, -74, 10, 174, 0
397, -66, 410, 226, 0
219, -13, 40, 113, 0
662, 52, 160, 395, 1
302, -62, 10, 162, 0
321, -77, 0, 177, 0
329, -82, 200, 182, 0
121, -64, 0, 64, 0
326, -74, 80, 174, 0
666, 142, 150, 367, 1
298, -60, 40, 160, 0
586, 1995, 350, 335, 1
536, -96, 290, 297, 0
91, -49, 0, 49, 0
187, -2, 0, 102, 0
827, 1731, 140, 474, 1
377, -1, 50, 215, 0
367, -2, 0, 202, 0
123, -66, 0, 66, 0
594, -41, 240, 341, 0
313, -81, 10, 181, 0
611, 429, 560, 340, 1
183, -1, 0, 101, 0
155, -88, 0, 88, 0
524, -6, 30, 306, 0
339, -94, 0, 194, 0
222, -27, 0, 127, 0
219, -26, 80, 126, 0
263, -44, 40, 144, 0
226, -19, 0, 119, 0
760, 1099, 230, 429, 1
295, -55, 160, 155, 0
195, -5, 50, 105, 0
565, -27, 100, 327, 0
331, -88, 0, 188, 0
85, -44, 0, 44, 0
227, -22, 0, 122, 0
804, -27, 110, 483, 0
308, -69, 20, 169, 0
923, -69, 230, 548, 0
424, -48, 40, 248, 0
684, 31, 390, 375, 1
182, -1, 10, 101, 0
562, -1, 230, 320, 0
298, -58, 20, 158, 0
223, -22, 0, 122, 0
335, -91, 60, 191, 0
81, -43, 0, 43, 0
291, -54, 260, 154, 0
625, -40, 340, 363, 0
993, 2285, 150, 566, 1
289, -62, 0, 162, 0
817, 1473, 350, 444, 1
240, -31, 20, 131, 0
681, 1961, 240, 392, 1
616, 631, 130, 343, 1
119, -64, 0, 64, 0
243, -35, 10, 135, 0
399, -12, 290, 217, 0
714, 1719, 330, 411, 1
643, 1359, 110, 342, 1
146, -77, 0, 77, 0
252, -39, 0, 139, 0
263, -45, 0, 145, 0
315, -67, 60, 167, 0
204, -6, 0, 106, 0
178, -1, 0, 101, 0
277, -49, 90, 149, 0
258, -42, 40, 142, 0
1116, 878, 120, 683, 1
500, -82, 10, 282, 0
84, -44, 0, 44, 0
232, -29, 40, 129, 0
976, 619, 350, 563, 1
145, -79, 0, 79, 0
582, 290, 190, 331, 1
285, -55, 50, 155, 0
309, -84, 0, 184, 0
99, -53, 0, 53, 0
79, -42, 0, 42, 0
561, -37, 10, 337, 0
239, -25, 120, 125, 0
249, -35, 0, 135, 0
319, -72, 20, 172, 0
259, -40, 0, 140, 0
218, -15, 40, 115, 0
319, -77, 0, 177, 0
104, -54, 0, 54, 0
250, -35, 0, 135, 0
517, -1, 110, 301, 0
157, -86, 30, 86, 0
763, -35, 160, 439, 0
378, -5, 40, 205, 0
218, -22, 0, 122, 0
429, -40, 40, 240, 0
328, -83, 0, 183, 0
175, -93, 0, 93, 0
693, 3292, 560, 372, 1
185, -101, 0, 101, 0
266, -44, 0, 144, 0
721, -1, 260, 401, 0
339, -82, 70, 182, 0
622, 2604, 110, 355, 1
102, -52, 0, 52, 0
160, -87, 40, 87, 0
120, -63, 0, 63, 0
322, -78, 80, 178, 0
388, -20, 70, 220, 0
439, -30, 610, 232, 0
795, -72, 160, 472, 0
370, -6, 110, 206, 0
395, -8, 80, 208, 0
960, 276, 410, 531, 1
566, -1, 80, 301, 0
680, 554, 160, 377, 1
186, -3, 0, 103, 0
318, -77, 50, 177, 0
351, -93, 30, 193, 0
531, 2259, 230, 300, 1
682, 423, 150, 393, 1
236, -27, 0, 127, 0
358, -1, 0, 201, 0
187, -1, 40, 101, 0
522, -100, 60, 301, 0
273, -50, 0, 150, 0
209, -15, 10, 115, 0
588, -96, 10, 346, 0
438, -39, 560, 239, 0
372, -1, 0, 201, 0
613, -66, 210, 366, 0
171, -98, 30, 98, 0
334, -80, 80, 180, 0
108, -59, 0, 59, 0
331, -84, 80, 184, 0
405, -9, 110, 225, 0
382, -16, 50, 216, 0
547, 862, 320, 302, 1
135, -71, 0, 71, 0
524, -96, 220, 296, 0
577, 184, 320, 318, 1
193, -101, 10, 101, 0
136, -72, 0, 72, 0
238, -36, 0, 136, 0
123, -68, 0, 68, 0
360, -5, 0, 205, 0
662, -9, 10, 409, 0
266, -42, 0, 142, 0
586, 449, 360, 337, 1
471, -70, 10, 270, 0
131, -67, 80, 67, 0
319, -77, 0, 177, 0
555, -1, 140, 317, 0
909, -44, 620, 549, 0
293, -70, 40, 170, 0
620, 3209, 330, 343, 1
160, -92, 0, 92, 0
278, -52, 80, 152, 0
347, -90, 90, 190, 0
240, -30, 60, 130, 0
597, -48, 30, 348, 0
430, -43, 50, 243, 0
834, -22, 70, 522, 0
288, -56, 120, 156, 0
676, 146, 500, 371, 1
795, 549, 670, 452, 1
224, -20, 230, 120, 0
281, -58, 10, 158, 0
1617, -1, 100, 1001, 0
198, -4, 0, 104, 0
137, -76, 0, 76, 0
604, 2236, 400, 333, 1
515, -2, 80, 302, 0
1170, -14, 60, 714, 0
1309, -47, 50, 797, 0
1009, -1, 30, 609, 0
373, -3, 20, 203, 0
131, -73, 0, 73, 0
824, 385, 110, 473, 1
486, -6, 10, 271, 0
793, -1, 20, 501, 0
982, -7, 370, 559, 0
363, -3, 50, 203, 0
395, -22, 50, 222, 0
571, -36, 20, 336, 0
378, -6, 40, 206, 0
106, -66, 0, 66, 0
611, 633, 390, 332, 1
521, -92, 40, 292, 0
420, -34, 160, 238, 0
196, -2, 10, 102, 0
176, -1, 0, 101, 0
156, -82, 0, 82, 0
122, -71, 60, 71, 0
359, -101, 10, 201, 0
164, -87, 0, 87, 0
402, -13, 250, 213, 0
180, -1, 0, 101, 0
280, -54, 0, 154, 0
372, -100, 30, 200, 0
676, 1743, 330, 365, 1
144, -79, 10, 79, 0
162, -85, 0, 85, 0
393, -9, 20, 209, 0
254, -46, 50, 146, 0
184, -96, 0, 96, 0
178, -2, 20, 102, 0
587, -74, 350, 329, 0
267, -48, 80, 148, 0
681, 525, 460, 376, 1
182, -1, 0, 101, 0
255, -47, 0, 147, 0
428, -70, 40, 233, 0
717, 2273, 130, 392, 1
464, -66, 50, 266, 0
913, -54, 30, 554, 0
249, -33, 0, 133, 0
329, -85, 30, 185, 0
206, -11, 30, 111, 0
267, -41, 0, 141, 0
780, -28, 50, 450, 0
789, -53, 140, 453, 0
422, -50, 100, 250, 0
513, 217, 440, 284, 1
297, -71, 0, 171, 0
125, -70, 0, 70, 0
396, -18, 40, 218, 0
342, -99, 10, 199, 0
455, -58, 0, 258, 0
192, -101, 0, 101, 0
179, -92, 0, 92, 0
232, -23, 20, 123, 0
271, -57, 40, 157, 0
468, 2108, 260, 265, 1
162, -98, 0, 98, 0
384, -17, 70, 217, 0
145, -78, 20, 78, 0
499, 983, 390, 270, 1
588, -1, 160, 314, 0
109, -60, 0, 60, 0
756, -1, 240, 432, 0
204, -12, 90, 112, 0
108, -58, 0, 58, 0
127, -67, 0, 67, 0
221, -20, 50, 120, 0
325, -78, 70, 178, 0
117, -62, 0, 62, 0
124, -67, 0, 67, 0
182, -1, 0, 101, 0
275, -62, 140, 162, 0
313, -74, 70, 174, 0
474, -78, 0, 278, 0
165, -90, 0, 90, 0
151, -87, 30, 87, 0
910, 724, 110, 527, 1
824, 1907, 730, 465, 1
623, -67, 20, 367, 0
303, -68, 0, 168, 0
100, -52, 0, 52, 0
252, -38, 0, 138, 0
364, -8, 30, 208, 0
349, -87, 50, 187, 0
391, -17, 100, 217, 0
179, -1, 10, 101, 0
630, 380, 170, 363, 1
623, 2418, 130, 354, 1
191, -1, 0, 101, 0
611, 683, 380, 334, 1
668, 2739, 260, 375, 1
372, -7, 70, 207, 0
237, -32, 0, 132, 0
962, 1357, 150, 553, 1
258, -46, 10, 146, 0
106, -56, 0, 56, 0
292, -61, 50, 161, 0
88, -48, 0, 48, 0
357, -1, 40, 201, 0
468, -48, 180, 251, 0
304, -68, 200, 168, 0
878, -57, 50, 508, 0
303, -63, 0, 163, 0
800, 796, 110, 455, 1
138, -73, 0, 73, 0
515, 1832, 130, 278, 1
264, -41, 140, 142, 0
335, -84, 50, 184, 0
373, -1, 380, 201, 0
406, -22, 100, 222, 0
272, -46, 30, 146, 0
121, -67, 0, 67, 0
483, -70, 150, 270, 0
324, -77, 20, 177, 0
787, -1, 30, 463, 0
154, -83, 0, 83, 0
736, 3704, 120, 397, 1
823, 1018, 530, 468, 1
156, -86, 0, 86, 0
588, 3484, 380, 319, 1
368, -1, 40, 201, 0
347, -90, 10, 190, 0
406, -18, 0, 218, 0
254, -44, 100, 144, 0
487, -72, 30, 272, 0
132, -78, 0, 78, 0
318, -70, 70, 170, 0
405, -29, 160, 229, 0
1128, 3958, 130, 643, 1
363, -98, 140, 198, 0
276, -44, 210, 144, 0
184, -1, 0, 101, 0
414, -24, 10, 224, 0
303, -72, 110, 172, 0
116, -62, 0, 62, 0
93, -50, 0, 50, 0
668, -32, 30, 385, 0
282, -56, 10, 156, 0
632, 69, 330, 337, 1
1085, 792, 280, 616, 1
473, -76, 20, 276, 0
233, -22, 0, 122, 0
365, -15, 0, 215, 0
296, -63, 0, 163, 0
258, -46, 0, 146, 0
193, -1, 0, 101, 0
166, -90, 0, 90, 0
223, -30, 0, 130, 0
223, -21, 0, 121, 0
253, -37, 30, 137, 0
221, -22, 0, 122, 0
207, -19, 120, 119, 0
526, 816, 140, 285, 1
170, -88, 10, 88, 0
339, -81, 130, 181, 0
83, -45, 0, 45, 0
696, 1675, 320, 377, 1
433, -35, 0, 235, 0
301, -74, 80, 174, 0
369, -10, 0, 210, 0
669, -8, 590, 385, 0
1623, -1, 20, 1002, 0
293, -58, 30, 158, 0
283, -56, 0, 156, 0
154, -83, 0, 83, 0
236, -38, 0, 138, 0
122, -74, 0, 74, 0
298, -61, 210, 162, 0
118, -65, 0, 65, 0
657, 241, 460, 360, 1
166, -90, 0, 90, 0
309, -71, 100, 171, 0
360, -99, 10, 199, 0
340, -93, 30, 193, 0
262, -49, 40, 149, 0
543, 516, 200, 302, 1
125, -66, 0, 66, 0
453, -94, 350, 247, 0
109, -57, 70, 57, 0
409, -29, 50, 229, 0
317, -75, 0, 175, 0
136, -73, 0, 73, 0
294, -61, 130, 161, 0
252, -41, 40, 141, 0
253, -37, 120, 137, 0
413, -37, 40, 237, 0
564, 654, 400, 301, 1
186, -2, 0, 102, 0
2136, 1157, 130, 1299, 1
576, 1143, 120, 325, 1
416, -39, 70, 239, 0
125, -67, 0, 67, 0
162, -99, 0, 99, 0
334, -87, 110, 187, 0
284, -53, 60, 153, 0
658, 846, 310, 357, 1
550, 848, 130, 303, 1
553, -27, 70, 327, 0
575, 3148, 240, 312, 1
186, -6, 0, 106, 0
431, -57, 130, 257, 0
190, -1, 0, 101, 0
405, -36, 220, 236, 0
357, -94, 10, 194, 0
455, -31, 0, 250, 0
872, 5560, 130, 493, 1
137, -76, 0, 76, 0
910, -30, 150, 546, 0
139, -74, 30, 74, 0
779, 3374, 210, 428, 1
519, -68, 210, 285, 0
411, -13, 440, 213, 0
708, -24, 370, 398, 0
190, -7, 0, 107, 0
75, -39, 40, 39, 0
286, -60, 10, 160, 0
1010, 2200, 470, 563, 1
171, -89, 0, 89, 0
243, -32, 90, 132, 0
293, -61, 110, 161, 0
211, -17, 0, 117, 0
194, -1, 90, 101, 0
104, -59, 0, 59, 0
117, -63, 0, 63, 0
276, -55, 50, 155, 0
223, -21, 0, 121, 0
578, 1230, 420, 323, 1
91, -52, 0, 52, 0
273, -50, 30, 150, 0
113, -61, 0, 61, 0
480, 247, 190, 273, 1
326, -86, 100, 186, 0
276, -58, 40, 158, 0
562, 290, 420, 311, 1
1032, 1635, 550, 583, 1
543, -100, 10, 300, 0
808, 1618, 150, 443, 1
513, 262, 110, 304, 1
597, 489, 360, 334, 1
185, -1, 0, 101, 0
194, -101, 0, 101, 0
844, -16, 180, 516, 0
148, -83, 0, 83, 0
428, -41, 310, 241, 0
339, -87, 0, 187, 0
240, -29, 0, 129, 0
319, -76, 40, 176, 0
330, -79, 30, 179, 0
250, -30, 50, 130, 0
601, 1077, 710, 350, 1
560, -23, 10, 323, 0
118, -65, 0, 65, 0
370, -1, 30, 209, 0
134, -75, 30, 75, 0
150, -82, 0, 82, 0
