steps, health, gold, time, win
218, -15, 50, 115, 0
80, -42, 0, 42, 0
261, -46, 80, 146, 0
115, -63, 0, 63, 0
356, -1, 0, 201, 0
295, -56, 30, 156, 0
259, -37, 0, 137, 0
523, -93, 240, 293, 0
189, -10, 0, 110, 0
257, -39, 130, 139, 0
255, -43, 0, 143, 0
338, -93, 120, 193, 0
260, -44, 0, 144, 0
187, -1, 0, 101, 0
262, -46, 0, 146, 0
224, -17, 180, 117, 0
527, -8, 10, 308, 0
311, -70, 10, 170, 0
312, -74, 0, 174, 0
326, -83, 210, 183, 0
375, -5, 60, 205, 0
562, -55, 60, 312, 0
246, -27, 30, 127, 0
269, -45, 100, 145, 0
365, -5, 20, 205, 0
453, -50, 30, 250, 0
354, -88, 260, 188, 0
262, -57, 0, 157, 0
539, -1, 20, 301, 0
781, 873, 290, 428, 1
262, -42, 20, 142, 0
377, -3, 0, 203, 0
201, -11, 0, 111, 0
186, -2, 0, 102, 0
383, -18, 70, 218, 0
168, -89, 0, 89, 0
357, -101, 0, 201, 0
412, -27, 110, 227, 0
203, -13, 0, 113, 0
387, -19, 130, 219, 0
188, -101, 0, 101, 0
336, -81, 0, 181, 0
346, -91, 20, 191, 0
101, -54, 0, 54, 0
695, -36, 10, 387, 0
137, -86, 60, 86, 0
563, -48, 60, 348, 0
237, -32, 20, 132, 0
112, -63, 0, 63, 0
212, -16, 0, 116, 0
169, -100, 0, 100, 0
314, -76, 20, 176, 0
514, -3, 10, 303, 0
277, -55, 0, 155, 0
278, -53, 130, 153, 0
279, -50, 30, 150, 0
547, 2859, 320, 304, 1
281, -49, 40, 149, 0
232, -21, 90, 121, 0
455, -58, 150, 258, 0
273, -45, 70, 145, 0
202, -11, 0, 111, 0
168, -92, 0, 92, 0
779, 27, 580, 444, 1
340, -1, 20, 201, 0
382, -21, 110, 221, 0
296, -71, 150, 171, 0
237, -28, 0, 128, 0
284, -58, 40, 158, 0
698, -42, 40, 394, 0
193, -6, 0, 106, 0
325, -74, 70, 174, 0
271, -51, 30, 151, 0
90, -45, 0, 45, 0
80, -46, 0, 46, 0
243, -28, 100, 128, 0
838, -16, 60, 516, 0
822, -81, 40, 481, 0
327, -88, 50, 188, 0
354, -94, 0, 194, 0
321, -81, 0, 181, 0
236, -26, 90, 126, 0
1266, 556, 130, 747, 1
90, -47, 10, 47, 0
236, -27, 0, 127, 0
322, -74, 20, 174, 0
312, -69, 30, 169, 0
347, -2, 150, 202, 0
669, 51, 340, 388, 1
103, -54, 0, 54, 0
306, -64, 0, 164, 0
570, 1493, 350, 313, 1
290, -59, 150, 159, 0
483, -77, 0, 277, 0
400, -17, 70, 217, 0
349, -87, 420, 187, 0
197, -9, 60, 109, 0
136, -72, 0, 72, 0
884, 2312, 120, 489, 1
401, -31, 60, 231, 0
315, -77, 60, 177, 0
795, 342, 370, 466, 1
265, -58, 40, 158, 0
2592, -67, 40, 1571, 0
358, -98, 190, 198, 0
367, -1, 20, 201, 0
299, -64, 10, 164, 0
178, -2, 0, 102, 0
345, -93, 260, 196, 0
81, -45, 0, 45, 0
161, -90, 20, 90, 0
828, 540, 760, 461, 1
557, 693, 440, 308, 1
338, -82, 130, 182, 0
227, -24, 0, 124, 0
90, -47, 0, 47, 0
112, -62, 0, 62, 0
330, -76, 180, 176, 0
312, -76, 0, 176, 0
612, -97, 20, 347, 0
146, -79, 0, 79, 0
349, -88, 170, 188, 0
639, -67, 0, 367, 0
181, -97, 0, 97, 0
234, -28, 0, 128, 0
480, -58, 20, 264, 0
281, -58, 20, 158, 0
283, -52, 40, 152, 0
818, -1, 20, 501, 0
113, -61, 0, 61, 0
608, -73, 150, 373, 0
507, -77, 190, 277, 0
203, -7, 0, 107, 0
341, -89, 40, 189, 0
496, 897, 140, 265, 1
321, -82, 0, 182, 0
224, -19, 0, 119, 0
533, 1516, 110, 300, 1
231, -19, 110, 119, 0
448, -64, 0, 264, 0
678, 1493, 200, 369, 1
793, -87, 20, 487, 0
185, -99, 20, 99, 0
200, -10, 0, 110, 0
176, -96, 20, 96, 0
373, -100, 20, 200, 0
397, -23, 50, 223, 0
113, -60, 0, 60, 0
87, -48, 0, 48, 0
246, -35, 0, 135, 0
202, -12, 0, 112, 0
272, -56, 60, 156, 0
325, -92, 140, 192, 0
232, -25, 30, 125, 0
380, -18, 30, 218, 0
817, 563, 150, 476, 1
671, 2132, 140, 372, 1
172, -91, 0, 91, 0
226, -32, 80, 132, 0
154, -85, 0, 85, 0
126, -67, 0, 67, 0
674, 1992, 120, 365, 1
1032, 2254, 240, 603, 1
126, -72, 0, 72, 0
406, -24, 10, 224, 0
351, -93, 30, 193, 0
599, -16, 360, 341, 0
565, 10, 160, 320, 1
285, -65, 0, 165, 0
187, -1, 0, 101, 0
185, -1, 0, 101, 0
292, -57, 120, 157, 0
1945, 161, 150, 1182, 1
246, -38, 0, 138, 0
134, -74, 30, 74, 0
755, 1620, 120, 434, 1
316, -78, 40, 178, 0
357, -101, 30, 201, 0
341, -90, 40, 190, 0
231, -20, 190, 120, 0
356, -100, 0, 200, 0
384, -34, 240, 234, 0
657, 641, 480, 360, 1
264, -41, 110, 141, 0
352, -94, 0, 194, 0
707, 2119, 180, 390, 1
257, -37, 70, 137, 0
882, -31, 30, 531, 0
973, 934, 150, 568, 1
305, -67, 40, 167, 0
359, -3, 50, 203, 0
260, -39, 130, 139, 0
257, -45, 60, 145, 0
162, -88, 0, 88, 0
238, -35, 0, 135, 0
322, -72, 70, 172, 0
556, 809, 130, 293, 1
236, -27, 0, 127, 0
229, -43, 0, 143, 0
134, -76, 0, 76, 0
257, -37, 0, 137, 0
762, 286, 410, 431, 1
270, -45, 10, 145, 0
411, -38, 20, 238, 0
535, 1775, 280, 290, 1
265, -45, 180, 149, 0
378, -11, 70, 211, 0
291, -67, 0, 167, 0
226, -23, 40, 123, 0
188, -6, 0, 106, 0
318, -77, 20, 177, 0
396, -34, 90, 234, 0
752, 644, 270, 421, 1
351, -1, 0, 201, 0
454, -40, 180, 244, 0
177, -1, 0, 101, 0
289, -66, 0, 166, 0
273, -57, 30, 157, 0
771, -43, 30, 443, 0
215, -19, 40, 119, 0
635, 418, 130, 358, 1
751, 387, 460, 414, 1
113, -62, 0, 62, 0
797, -82, 80, 482, 0
548, 958, 150, 293, 1
365, -91, 150, 191, 0
357, -3, 0, 203, 0
405, -21, 20, 221, 0
715, 1870, 450, 398, 1
337, -80, 40, 180, 0
660, 2052, 550, 369, 1
534, 121, 260, 297, 1
252, -38, 0, 138, 0
81, -43, 0, 43, 0
98, -53, 0, 53, 0
428, -42, 0, 242, 0
409, -26, 140, 226, 0
90, -52, 0, 52, 0
335, -84, 0, 184, 0
353, -95, 40, 195, 0
970, -53, 90, 564, 0
349, -101, 110, 201, 0
458, -61, 240, 261, 0
293, -61, 10, 161, 0
303, -65, 0, 165, 0
365, -13, 30, 213, 0
151, -88, 0, 88, 0
265, -44, 40, 144, 0
294, -60, 0, 160, 0
294, -57, 0, 157, 0
287, -61, 80, 161, 0
222, -17, 0, 117, 0
716, 1748, 230, 405, 1
314, -76, 0, 176, 0
194, -10, 0, 110, 0
219, -16, 0, 116, 0
279, -50, 70, 150, 0
212, -11, 0, 111, 0
341, -90, 130, 190, 0
417, -40, 0, 240, 0
225, -22, 80, 122, 0
253, -33, 80, 133, 0
613, 171, 150, 334, 1
622, 166, 230, 343, 1
626, 2510, 160, 341, 1
255, -45, 60, 145, 0
295, -63, 190, 163, 0
841, -21, 250, 492, 0
834, 440, 430, 461, 1
601, 530, 530, 326, 1
170, -94, 0, 94, 0
339, -92, 200, 192, 0
141, -77, 0, 77, 0
264, -44, 30, 144, 0
498, -59, 60, 279, 0
435, -34, 480, 235, 0
212, -21, 30, 121, 0
162, -88, 0, 88, 0
171, -95, 0, 95, 0
196, -8, 20, 108, 0
342, -83, 0, 183, 0
114, -60, 0, 60, 0
601, -32, 60, 332, 0
446, -87, 310, 246, 0
115, -62, 0, 62, 0
509, -1, 10, 301, 0
183, -97, 0, 97, 0
302, -67, 0, 167, 0
579, -60, 200, 341, 0
346, -91, 40, 191, 0
370, -7, 150, 207, 0
324, -77, 0, 177, 0
555, 3050, 540, 302, 1
310, -80, 0, 180, 0
112, -59, 0, 59, 0
916, 484, 690, 517, 1
569, 2197, 210, 306, 1
645, 2412, 310, 360, 1
1585, 1504, 130, 962, 1
727, 109, 460, 428, 1
309, -71, 0, 171, 0
485, -93, 160, 261, 0
178, -96, 0, 96, 0
284, -59, 0, 159, 0
608, 83, 370, 333, 1
491, -25, 40, 276, 0
137, -73, 0, 73, 0
268, -50, 10, 150, 0
259, -39, 20, 139, 0
203, -16, 0, 116, 0
100, -56, 0, 56, 0
166, -93, 0, 93, 0
687, 1980, 380, 372, 1
454, -48, 200, 248, 0
230, -21, 140, 121, 0
285, -55, 0, 155, 0
334, -81, 20, 181, 0
145, -83, 0, 83, 0
294, -54, 60, 154, 0
281, -63, 70, 163, 0
146, -75, 0, 75, 0
271, -43, 0, 143, 0
147, -78, 0, 78, 0
77, -39, 0, 39, 0
186, -1, 0, 101, 0
413, -30, 130, 230, 0
441, -52, 10, 252, 0
532, 525, 250, 301, 1
103, -58, 0, 58, 0
444, -47, 30, 247, 0
813, -1, 240, 501, 0
233, -27, 0, 127, 0
130, -72, 0, 72, 0
581, 1901, 370, 316, 1
217, -14, 0, 114, 0
488, 291, 400, 261, 1
391, -10, 190, 210, 0
276, -48, 10, 148, 0
313, -66, 30, 166, 0
514, -85, 100, 285, 0
588, -50, 10, 350, 0
2222, 1373, 110, 1357, 1
373, -16, 30, 216, 0
158, -90, 60, 90, 0
133, -78, 0, 78, 0
301, -68, 0, 168, 0
162, -88, 0, 88, 0
191, -2, 40, 102, 0
303, -67, 0, 167, 0
242, -36, 0, 136, 0
158, -89, 0, 89, 0
202, -18, 0, 118, 0
274, -50, 120, 150, 0
187, -99, 10, 99, 0
320, -81, 30, 181, 0
220, -21, 0, 121, 0
437, -43, 0, 243, 0
346, -1, 10, 201, 0
315, -71, 0, 171, 0
365, -1, 0, 201, 0
138, -76, 0, 76, 0
645, 966, 180, 362, 1
551, 591, 360, 322, 1
348, -89, 110, 189, 0
358, -96, 10, 196, 0
91, -47, 0, 47, 0
174, -96, 0, 96, 0
222, -25, 0, 125, 0
694, 1345, 170, 407, 1
517, -81, 50, 281, 0
327, -82, 70, 182, 0
310, -69, 380, 169, 0
351, -93, 30, 193, 0
268, -58, 20, 158, 0
237, -28, 0, 128, 0
134, -75, 0, 75, 0
189, -1, 0, 101, 0
317, -69, 30, 169, 0
244, -26, 0, 126, 0
208, -14, 0, 114, 0
315, -79, 60, 179, 0
353, -94, 0, 194, 0
518, -10, 150, 310, 0
270, -43, 80, 143, 0
350, -1, 90, 201, 0
411, -30, 0, 230, 0
214, -11, 40, 111, 0
258, -43, 20, 143, 0
505, -92, 60, 292, 0
429, -32, 110, 232, 0
359, -100, 60, 200, 0
122, -66, 0, 66, 0
475, -2, 40, 260, 0
156, -94, 30, 94, 0
150, -89, 0, 89, 0
555, -10, 10, 310, 0
95, -51, 0, 51, 0
431, -39, 220, 239, 0
389, -17, 100, 217, 0
459, 752, 260, 252, 1
1123, -1, 150, 701, 0
335, -81, 270, 181, 0
86, -44, 0, 44, 0
561, -45, 80, 316, 0
314, -77, 0, 177, 0
314, -75, 100, 175, 0
817, -93, 10, 493, 0
269, -52, 0, 152, 0
528, 338, 240, 301, 1
417, -34, 80, 234, 0
121, -65, 0, 65, 0
425, -65, 10, 231, 0
320, -90, 10, 190, 0
502, -76, 50, 280, 0
214, -17, 0, 117, 0
301, -59, 0, 159, 0
156, -85, 0, 85, 0
568, 356, 370, 325, 1
171, -99, 0, 99, 0
325, -83, 90, 183, 0
651, 645, 550, 356, 1
694, -2, 0, 402, 0
678, 3548, 250, 375, 1
246, -33, 0, 133, 0
601, 1725, 140, 332, 1
142, -78, 0, 78, 0
303, -61, 20, 161, 0
386, -33, 10, 233, 0
166, -88, 0, 88, 0
274, -45, 0, 145, 0
722, 1677, 520, 397, 1
141, -79, 0, 79, 0
97, -57, 0, 57, 0
271, -52, 80, 152, 0
330, -33, 30, 183, 0
652, -1, 40, 401, 0
269, -45, 0, 145, 0
185, -1, 0, 101, 0
100, -53, 0, 53, 0
691, -84, 50, 393, 0
116, -60, 0, 60, 0
305, -62, 40, 162, 0
268, -49, 0, 149, 0
368, -1, 0, 201, 0
300, -71, 100, 171, 0
795, 1257, 120, 444, 1
197, -8, 40, 108, 0
622, -88, 120, 392, 0
192, -2, 80, 102, 0
421, -35, 840, 235, 0
364, -2, 10, 202, 0
179, -1, 0, 101, 0
180, -96, 0, 96, 0
944, -93, 150, 551, 0
803, 59, 330, 442, 1
115, -63, 20, 63, 0
169, -93, 0, 93, 0
368, -5, 60, 205, 0
261, -44, 0, 144, 0
124, -67, 0, 67, 0
615, 3074, 300, 328, 1
395, -17, 10, 217, 0
297, -55, 0, 155, 0
365, -51, 30, 201, 0
123, -68, 0, 68, 0
544, 319, 280, 293, 1
116, -64, 0, 64, 0
243, -37, 0, 137, 0
466, -66, 30, 266, 0
139, -77, 0, 77, 0
128, -67, 0, 67, 0
209, -13, 30, 113, 0
540, -39, 380, 289, 0
627, 480, 180, 364, 1
377, -12, 120, 212, 0
324, -25, 110, 175, 0
867, 133, 110, 508, 1
344, -85, 10, 185, 0
369, -16, 70, 216, 0
656, 66, 190, 381, 1
255, -41, 30, 141, 0
88, -51, 0, 51, 0
756, 2147, 140, 417, 1
938, 841, 240, 531, 1
331, -86, 0, 186, 0
362, -97, 40, 197, 0
530, 516, 420, 297, 1
283, -56, 10, 156, 0
315, -78, 30, 178, 0
153, -83, 0, 83, 0
320, -80, 330, 180, 0
185, -5, 110, 105, 0
278, -48, 0, 148, 0
446, -49, 130, 249, 0
259, -41, 50, 141, 0
554, -23, 60, 323, 0
181, -98, 0, 98, 0
192, -1, 0, 101, 0
89, -47, 0, 47, 0
160, -84, 0, 84, 0
148, -84, 0, 84, 0
177, -1, 0, 101, 0
649, -4, 90, 354, 0
792, -83, 40, 483, 0
245, -33, 0, 133, 0
284, -52, 90, 152, 0
94, -48, 0, 48, 0
260, -37, 330, 138, 0
292, -58, 30, 158, 0
195, -1, 0, 101, 0
363, -1, 210, 201, 0
1100, 586, 140, 635, 1
344, -93, 130, 193, 0
317, -74, 10, 174, 0
799, 943, 140, 458, 1
835, 1289, 280, 466, 1
523, -99, 30, 299, 0
269, -47, 80, 147, 0
185, -1, 0, 101, 0
266, -50, 0, 150, 0
128, -73, 60, 73, 0
527, -1, 50, 305, 0
157, -86, 0, 86, 0
512, -1, 10, 301, 0
288, -52, 30, 152, 0
739, 1162, 360, 410, 1
247, -39, 0, 139, 0
441, -66, 10, 266, 0
309, -74, 60, 174, 0
444, -28, 170, 231, 0
263, -42, 80, 142, 0
562, -1, 330, 301, 0
99, -55, 0, 55, 0
337, -83, 0, 183, 0
918, 580, 110, 521, 1
134, -78, 0, 78, 0
107, -56, 0, 56, 0
240, -32, 50, 132, 0
313, -80, 20, 180, 0
390, -8, 380, 213, 0
188, -1, 0, 101, 0
520, -8, 10, 308, 0
318, -82, 0, 182, 0
94, -53, 0, 53, 0
239, -29, 0, 129, 0
337, -82, 130, 182, 0
170, -89, 0, 89, 0
186, -5, 0, 105, 0
733, -1, 240, 401, 0
190, -1, 0, 101, 0
543, -98, 250, 304, 0
168, -97, 0, 97, 0
265, -64, 0, 164, 0
217, -18, 50, 118, 0
279, -58, 0, 158, 0
216, -19, 0, 119, 0
759, -50, 30, 450, 0
218, -23, 0, 123, 0
926, -56, 10, 556, 0
182, -100, 0, 100, 0
86, -45, 0, 45, 0
274, -59, 30, 159, 0
261, -49, 20, 149, 0
351, -98, 30, 198, 0
142, -75, 0, 75, 0
172, -2, 0, 102, 0
502, -1, 40, 301, 0
203, -12, 60, 112, 0
292, -56, 30, 156, 0
392, -17, 0, 217, 0
471, -61, 100, 261, 0
118, -64, 0, 64, 0
565, -1, 150, 308, 0
273, -43, 40, 143, 0
135, -73, 0, 73, 0
238, -27, 20, 127, 0
204, -8, 30, 108, 0
233, -30, 20, 130, 0
543, -1, 60, 304, 0
775, 1471, 200, 430, 1
274, -56, 0, 156, 0
202, -12, 0, 112, 0
86, -51, 0, 51, 0
315, -74, 30, 174, 0
181, -3, 30, 103, 0
303, -70, 0, 170, 0
320, -75, 10, 175, 0
406, -26, 60, 226, 0
242, -31, 130, 131, 0
287, -52, 0, 152, 0
372, -5, 10, 205, 0
92, -47, 0, 47, 0
203, -11, 0, 111, 0
135, -81, 0, 81, 0
192, -99, 170, 99, 0
226, -25, 0, 125, 0
301, -59, 20, 159, 0
235, -26, 0, 126, 0
290, -54, 50, 154, 0
195, -12, 0, 112, 0
137, -74, 0, 74, 0
251, -33, 90, 133, 0
477, -67, 120, 267, 0
237, -35, 10, 135, 0
301, -70, 70, 170, 0
377, -10, 20, 210, 0
203, -8, 90, 108, 0
579, 687, 340, 320, 1
246, -33, 0, 133, 0
121, -66, 20, 66, 0
227, -17, 10, 117, 0
219, -25, 50, 125, 0
246, -41, 0, 141, 0
146, -76, 90, 76, 0
288, -59, 30, 159, 0
214, -27, 0, 127, 0
498, -76, 30, 276, 0
238, -27, 0, 127, 0
282, -57, 40, 157, 0
344, -87, 0, 187, 0
584, 687, 390, 319, 1
189, -1, 0, 101, 0
275, -46, 70, 146, 0
115, -62, 0, 62, 0
1291, -1, 110, 801, 0
585, 1633, 190, 324, 1
188, -6, 0, 106, 0
113, -59, 0, 59, 0
310, -74, 10, 174, 0
808, 1007, 380, 445, 1
375, -1, 110, 201, 0
521, -61, 20, 286, 0
230, -32, 0, 132, 0
118, -60, 0, 60, 0
653, 1501, 230, 368, 1
195, -1, 0, 101, 0
263, -91, 10, 141, 0
259, -49, 0, 149, 0
368, -1, 10, 202, 0
347, -94, 0, 194, 0
231, -27, 0, 127, 0
669, 2661, 340, 374, 1
252, -36, 0, 136, 0
261, -46, 10, 146, 0
771, 1331, 340, 420, 1
310, -78, 0, 178, 0
123, -63, 0, 63, 0
182, -97, 0, 97, 0
556, -8, 60, 308, 0
231, -30, 0, 130, 0
1128, 1361, 140, 657, 1
380, -3, 20, 203, 0
116, -60, 0, 60, 0
398, -10, 50, 213, 0
502, -87, 100, 287, 0
95, -49, 0, 49, 0
511, -100, 50, 300, 0
260, -41, 0, 141, 0
148, -84, 0, 84, 0
261, -43, 130, 143, 0
297, -55, 330, 157, 0
165, -1, 0, 101, 0
527, 1465, 200, 288, 1
570, -19, 400, 319, 0
521, 1221, 130, 282, 1
436, -54, 80, 254, 0
289, -54, 180, 154, 0
320, -69, 80, 169, 0
202, -11, 0, 111, 0
585, -56, 80, 356, 0
297, -61, 0, 161, 0
308, -71, 60, 171, 0
804, 2668, 790, 461, 1
477, -60, 40, 260, 0
282, -55, 10, 155, 0
656, -79, 10, 379, 0
269, -44, 90, 144, 0
512, -69, 600, 295, 0
432, -27, 460, 228, 0
189, -98, 0, 98, 0
600, -83, 300, 333, 0
831, 247, 610, 466, 1
222, -17, 0, 117, 0
350, -87, 140, 187, 0
403, -22, 90, 222, 0
385, -9, 30, 209, 0
312, -68, 70, 168, 0
234, -27, 30, 127, 0
193, -8, 0, 108, 0
445, -41, 70, 241, 0
328, -84, 30, 184, 0
294, -63, 30, 163, 0
254, -46, 0, 146, 0
121, -64, 0, 64, 0
778, -1, 10, 501, 0
209, -24, 0, 124, 0
289, -58, 10, 158, 0
717, 3801, 150, 400, 1
631, 63, 240, 338, 1
241, -29, 10, 129, 0
156, -87, 0, 87, 0
604, 381, 220, 347, 1
204, -6, 0, 106, 0
260, -49, 0, 149, 0
803, -101, 20, 471, 0
251, -40, 0, 140, 0
269, -44, 0, 144, 0
454, -62, 40, 262, 0
640, -86, 500, 342, 0
256, -43, 30, 143, 0
217, -15, 0, 115, 0
130, -73, 0, 73, 0
665, 80, 170, 376, 1
761, -63, 580, 423, 0
382, -22, 30, 222, 0
319, -74, 0, 174, 0
294, -64, 50, 164, 0
218, -14, 0, 114, 0
259, -44, 90, 144, 0
356, -16, 0, 216, 0
866, -100, 40, 515, 0
191, -7, 0, 107, 0
308, -60, 440, 164, 0
631, 572, 470, 356, 1
151, -80, 0, 80, 0
212, -12, 50, 112, 0
174, -96, 0, 96, 0
149, -78, 0, 78, 0
455, -59, 80, 259, 0
284, -59, 60, 159, 0
191, -99, 0, 99, 0
336, -3, 60, 203, 0
261, -44, 20, 144, 0
347, -4, 30, 204, 0
349, -97, 130, 197, 0
355, -92, 30, 192, 0
265, -44, 0, 144, 0
145, -79, 0, 79, 0
413, -42, 120, 242, 0
230, -25, 20, 125, 0
283, -62, 20, 162, 0
619, 1715, 190, 344, 1
337, -75, 160, 175, 0
514, -95, 20, 295, 0
225, -20, 80, 120, 0
187, -16, 0, 116, 0
197, -101, 0, 101, 0
156, -85, 0, 85, 0
382, -21, 0, 221, 0
692, 5074, 420, 379, 1
108, -56, 0, 56, 0
299, -65, 0, 165, 0
553, 112, 140, 306, 1
232, -28, 0, 128, 0
223, -25, 0, 125, 0
263, -42, 0, 142, 0
161, -85, 0, 85, 0
239, -32, 10, 132, 0
366, -2, 100, 202, 0
221, -20, 10, 120, 0
681, -91, 20, 396, 0
323, -87, 130, 187, 0
191, -1, 0, 101, 0
386, -1, 280, 201, 0
259, -41, 60, 141, 0
387, -5, 270, 205, 0
623, -85, 120, 385, 0
133, -71, 0, 71, 0
451, 365, 240, 250, 1
401, -28, 80, 228, 0
724, 810, 440, 397, 1
275, -42, 240, 142, 0
387, -6, 380, 209, 0
228, -27, 80, 127, 0
196, -3, 0, 103, 0
190, -5, 0, 105, 0
200, -7, 0, 107, 0
683, 2762, 240, 390, 1
529, -1, 260, 310, 0
362, -101, 30, 201, 0
638, -81, 0, 381, 0
347, -99, 50, 199, 0
323, -76, 0, 176, 0
880, 1347, 540, 495, 1
185, -5, 0, 105, 0
332, -77, 70, 177, 0
251, -45, 20, 145, 0
207, -19, 0, 119, 0
289, -61, 0, 161, 0
562, -27, 130, 328, 0
337, -88, 20, 188, 0
541, -3, 10, 303, 0
286, -58, 0, 158, 0
778, 1514, 150, 439, 1
784, 1396, 110, 455, 1
349, -1, 10, 201, 0
172, -90, 0, 90, 0
722, 14, 420, 413, 1
412, -34, 90, 234, 0
325, -81, 0, 181, 0
404, -26, 150, 226, 0
95, -54, 0, 54, 0
381, -20, 0, 220, 0
640, 900, 410, 351, 1
286, -56, 30, 156, 0
251, -38, 0, 138, 0
180, -96, 0, 96, 0
96, -50, 0, 50, 0
586, 1354, 170, 325, 1
399, -20, 10, 220, 0
123, -65, 0, 65, 0
168, -91, 120, 91, 0
234, -29, 10, 129, 0
308, -71, 10, 171, 0
400, -16, 100, 216, 0
793, 158, 120, 448, 1
331, -78, 90, 178, 0
351, -89, 0, 189, 0
614, -53, 130, 353, 0
203, -27, 0, 127, 0
444, 64, 120, 249, 1
118, -74, 0, 74, 0
233, -27, 70, 127, 0
124, -63, 0, 63, 0
106, -60, 0, 60, 0
108, -57, 0, 57, 0
108, -58, 0, 58, 0
150, -84, 0, 84, 0
451, -61, 60, 261, 0
184, -1, 0, 101, 0
368, -100, 0, 200, 0
289, -52, 200, 152, 0
114, -61, 0, 61, 0
504, -74, 70, 279, 0
360, -5, 20, 205, 0
237, -36, 0, 136, 0
192, -1, 0, 101, 0
391, -15, 30, 215, 0
392, -29, 110, 229, 0
387, -18, 230, 218, 0
113, -61, 0, 61, 0
284, -52, 170, 152, 0
397, -58, 200, 210, 0
618, 1648, 110, 359, 1
592, -56, 590, 317, 0
136, -79, 0, 79, 0
656, -82, 290, 386, 0
226, -22, 0, 122, 0
301, -70, 10, 170, 0
432, -44, 0, 244, 0
330, -78, 60, 178, 0
343, -84, 50, 184, 0
226, -20, 0, 120, 0
107, -56, 0, 56, 0
94, -48, 0, 48, 0
233, -30, 0, 130, 0
237, -27, 0, 127, 0
202, -13, 0, 113, 0
382, -17, 120, 217, 0
201, -8, 0, 108, 0
425, -40, 60, 240, 0
194, -3, 50, 103, 0
528, 825, 130, 283, 1
182, -9, 0, 109, 0
303, -70, 0, 170, 0
701, 1617, 290, 396, 1
573, 1432, 1090, 322, 1
928, 4357, 330, 503, 1
221, -22, 0, 122, 0
243, -30, 50, 130, 0
885, -41, 20, 541, 0
149, -97, 0, 97, 0
908, 912, 900, 527, 1
322, -76, 20, 176, 0
174, -1, 0, 101, 0
92, -51, 0, 51, 0
398, -2, 60, 220, 0
242, -29, 0, 129, 0
183, -99, 30, 99, 0
423, -29, 80, 229, 0
291, -63, 30, 163, 0
252, -35, 70, 135, 0
809, -1, 50, 501, 0
263, -48, 0, 148, 0
241, -30, 50, 130, 0
271, -47, 10, 147, 0
419, -33, 0, 233, 0
649, 345, 330, 356, 1
206, -13, 0, 113, 0
556, -1, 20, 308, 0
222, -22, 50, 122, 0
593, 183, 290, 318, 1
582, -1, 230, 317, 0
971, -1, 30, 606, 0
282, -67, 0, 167, 0
175, -1, 0, 101, 0
611, 2034, 230, 330, 1
259, -42, 0, 142, 0
412, -21, 30, 221, 0
337, -29, 290, 182, 0
158, -1, 0, 101, 0
109, -59, 0, 59, 0
502, -1, 10, 301, 0
273, -45, 10, 145, 0
370, -3, 110, 203, 0
138, -82, 0, 82, 0
319, -79, 240, 179, 0
374, -12, 240, 212, 0
373, -9, 50, 209, 0
877, 869, 140, 484, 1
475, -72, 0, 272, 0
675, 1848, 440, 390, 1
643, -91, 1000, 364, 0
276, -52, 0, 152, 0
639, 1401, 380, 372, 1
333, -76, 150, 176, 0
266, -43, 70, 143, 0
118, -63, 0, 63, 0
175, -98, 0, 98, 0
375, -2, 0, 202, 0
258, -36, 20, 136, 0
406, -26, 10, 226, 0
380, -10, 0, 210, 0
613, 885, 510, 336, 1
199, -9, 0, 109, 0
314, -67, 100, 167, 0
307, -68, 10, 168, 0
286, -64, 80, 164, 0
735, 22, 360, 416, 1
304, -83, 0, 183, 0
119, -65, 0, 65, 0
610, 284, 180, 341, 1
265, -47, 70, 147, 0
579, -30, 280, 338, 0
511, -96, 30, 296, 0
725, 1350, 140, 402, 1
280, -48, 110, 148, 0
837, 107, 150, 454, 1
185, -2, 40, 102, 0
767, -52, 0, 452, 0
207, -14, 0, 114, 0
621, -81, 20, 381, 0
481, -96, 10, 269, 0
196, -11, 0, 111, 0
772, 560, 720, 441, 1
365, -100, 10, 200, 0
73, -38, 0, 38, 0
622, 1230, 290, 337, 1
241, -27, 10, 127, 0
114, -62, 0, 62, 0
253, -42, 0, 142, 0
289, -58, 0, 158, 0
176, -1, 30, 101, 0
579, 2243, 110, 328, 1
93, -47, 0, 47, 0
183, -97, 0, 97, 0
339, -89, 130, 189, 0
452, -63, 10, 263, 0
327, -81, 100, 181, 0
192, -7, 0, 107, 0
119, -66, 40, 66, 0
807, -66, 10, 466, 0
283, -54, 10, 154, 0
484, 986, 170, 269, 1
1055, -34, 110, 613, 0
211, -14, 0, 114, 0
280, -57, 70, 157, 0
278, -50, 0, 150, 0
263, -51, 0, 151, 0
397, -20, 60, 220, 0
163, -88, 20, 88, 0
276, -52, 20, 152, 0
350, -85, 130, 185, 0
122, -68, 0, 68, 0
1519, -1, 10, 951, 0
2067, 2174, 120, 1266, 1
682, 1341, 530, 367, 1
524, -9, 40, 309, 0
236, -28, 70, 128, 0
110, -61, 0, 61, 0
551, -22, 120, 322, 0
358, -89, 20, 189, 0
295, -55, 110, 155, 0
719, 609, 740, 392, 1
705, -1, 40, 410, 0
299, -61, 10, 161, 0
713, 585, 320, 426, 1
660, 1589, 140, 369, 1
298, -7, 200, 157, 0
197, -14, 0, 114, 0
248, -39, 0, 139, 0
213, -20, 0, 120, 0
356, -99, 0, 199, 0
